Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","5,000",1613-67410881-67415880-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-06-29,,Other,Retired on behalf of Insurance Australia Group (1 Jan 2012 – 30 June 2013)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","2,500",1613-67422714-67425213-VCU-006-MER-AU-14-641-01042010-30062011-0,,2011-12-22,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,000",1613-67425214-67426213-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-07-06,,Other,Credits retired by Climate Friendly on behalf of clients (CY2011)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","2,385",1613-67426214-67428598-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-03-27,,Other,City of Mandurah
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",712,1613-67428599-67429310-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-03-27,,Other,"Retirement for Australian National University, Vehicle Fleet for calendar year 2011"
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",4,1613-67429311-67429314-VCU-006-MER-AU-14-641-01042010-30062011-0,,2016-11-28,,Other,Sammelstilllegung Briefdiensleister
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",1,1613-67429714-67429714-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-07-04,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",500,1613-67429715-67430214-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-01-24,,Other,Retired on behalf of Transforce Bulk Haulage p/l. First Carbon Neutral Bulk Haulage company in Australia.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,935",1613-67430215-67432149-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-07-24,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",453,1613-67432150-67432602-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-11-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,871",1613-67432603-67434473-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-10-15,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",211,1613-67434474-67434684-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-27,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",315,1613-67394952-67395266-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-01-18,,Other,Retired on behalf of offsetmyemissions orders
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",66,1613-67395267-67395332-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-27,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",3,1613-67395333-67395335-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-07-04,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",11,1613-67395336-67395346-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-10-29,_,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",541,1613-67395347-67395887-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-10-24,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",2,1613-67395888-67395889-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-10-29,_,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",69,1613-67395890-67395958-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-11-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",100,1613-67395959-67396058-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-10-07,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,113",1613-67396059-67397171-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-28,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",490,1613-67397172-67397661-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-11-29,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",7,1613-67377870-67377876-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-12-21,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","8,778",1613-67377877-67386654-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-12-11,,Other,Retired on behalf of Zoos Victoria to offset FY12 operational emissions
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",285,1613-67386655-67386939-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-03-14,,Other,Retired on behalf of Zoos Victoria to offset FY12 operational emissions
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",302,1613-67399263-67399564-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-11-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,000",1613-67399565-67400564-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-07-06,,Other,Credits retired by Climate Friendly on behalf of clients (CY2011)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,000",1613-67400565-67401564-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-07-06,,Other,Credits retired by Climate Friendly on behalf of clients (CY2011)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",274,1613-67401677-67401950-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-01-31,,Other,Retired of behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",750,1613-67401951-67402700-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-06-29,,Other,Retired on behalf of Insurance Australia Group (1 Jan 2012 – 30 June 2013)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","5,969",1613-67402701-67408669-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-07-06,,Other,Credits retired by Climate Friendly on behalf of clients (CY2011)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,507",1613-67408670-67410176-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-06-20,,Other,Credits retired by Climate Friendly on behalf of clients (CY2012)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",12,1613-67386940-67386951-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-06-20,,Other,Credits retired by Climate Friendly on behalf of clients (CY2012)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",551,1613-67377319-67377869-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-06-20,,Other,Credits retired by Climate Friendly on behalf of clients (CY2012)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",112,1613-67401565-67401676-VCU-006-MER-AU-14-641-01042010-30062011-0,,2016-12-13,,Other,"Retired on behalf of ""Earth Frequency Festival"""
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",146,1613-67397662-67397807-VCU-006-MER-AU-14-641-01042010-30062011-0,,2016-12-13,,Other,"Retired on behalf of ""Earth Frequency Festival"""
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",55,1613-67364191-67364245-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-06-27,,,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018","1,250",1614-67434685-67435934-VCU-006-MER-AU-14-605-13032009-12032011-0,,2012-01-31,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",50,1614-67435935-67435984-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-02-05,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",21,1614-67435985-67436005-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-02-15,,,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",4,1614-67436006-67436009-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-07-20,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",362,1614-67436010-67436371-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-02-01,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",483,1614-67436372-67436854-VCU-006-MER-AU-14-605-13032009-12032011-0,,2012-09-20,,Other,Retired for Emission Statement on behalf of Destination NSW for carbon offsets for Vivid Sydney 2012
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",810,1614-67438830-67439639-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-01-09,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",127,1614-67439640-67439766-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-02-01,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",27,1614-67439767-67439793-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-06-26,,Other,Retired on behalf of Banyule City Council for part of its FY16/17 operations
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",561,1614-67439794-67440354-VCU-006-MER-AU-14-605-13032009-12032011-0,,2012-01-31,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",220,1614-67440355-67440574-VCU-006-MER-AU-14-605-13032009-12032011-0,,2012-01-31,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",151,1614-67442048-67442198-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-02-01,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018","2,504",1614-67442199-67444702-VCU-006-MER-AU-14-605-13032009-12032011-0,,2012-01-31,,Other,Retired of behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",112,1614-67440645-67440756-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-03-13,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",50,1614-67440757-67440806-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-06-26,,Other,Retired on behalf of Banyule City Council for part of its FY16/17 operations
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",212,1614-67440807-67441018-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-06-08,,Other,Retired on behalf of Banyule City Council for part of its FY16/17 operations
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",64,1614-67441019-67441082-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-06-26,,Other,Retired on behalf of Banyule City Council for part of its FY16/17 operations
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",154,1614-67438372-67438525-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-03-13,,Other,
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",4,1614-67438526-67438529-VCU-006-MER-AU-14-605-13032009-12032011-0,,2018-06-26,,Other,Retired on behalf of Banyule City Council for part of its FY16/17 operations
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018",70,1614-67440575-67440644-VCU-006-MER-AU-14-605-13032009-12032011-0,,2013-06-20,,Other,Credits retired by Climate Friendly on behalf of clients (CY2012)
2011-09-12,,2009-03-13,2011-03-12,605,Protection of a Tasmanian native forest - Project 1 - REDD Forests Pilot,Australia,Agriculture Forestry and Other Land Use,VM0010,"10,018","1,517",1614-67436855-67438371-VCU-006-MER-AU-14-605-13032009-12032011-0,,2013-06-20,,Other,Credits retired by Climate Friendly on behalf of clients (CY2012)
