Issuance Date,Sustainable Development Goals,Vintage Start,Vintage End,ID,Name,Country/Area,Project Type,Methodology,Total Vintage Quantity,Quantity Issued,Serial Number,Additional Certifications,Retirement/Cancellation Date,Retirement Beneficiary,Retirement Reason,Retirement Details
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",159,1613-67391368-67391526-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-06-05,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","2,292",1613-67391527-67393818-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-06-05,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",400,1613-67393819-67394218-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-08-07,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,346",1613-67417881-67419226-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-06-15,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",123,1613-67419227-67419349-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-07-10,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",7,1613-67419350-67419356-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-08-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",210,1613-67351035-67351244-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-07-20,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",570,1613-67394219-67394788-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-11-20,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",6,1613-67419357-67419362-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-10-06,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",869,1613-67351245-67352113-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-01-25,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",18,1613-67419363-67419380-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-11-16,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",49,1613-67394789-67394837-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-01-12,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",15,1613-67394838-67394852-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-04,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",134,1613-67352114-67352247-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",99,1613-67394853-67394951-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-25,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",301,1613-67352248-67352548-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-25,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",212,1613-67352549-67352760-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-05-04,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,899",1613-67352761-67354659-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-05-07,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",585,1613-67354660-67355244-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-05-07,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",189,1613-67419381-67419569-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-08-28,Sprout Coffee,Retirement for Person or Organization,Retirement for Sprout Coffee
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",837,1613-67338923-67339759-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",648,1613-67419570-67420217-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-05,John Holland Group,Retirement for Person or Organization,Retired for John Holland Group under the Qantas Future Planet Program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",580,1613-67420218-67420797-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",30,1613-67339760-67339789-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our carbon neutral claim against the National Carbon Offset Standard for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",837,1613-67420798-67421634-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",30,1613-67340310-67340339-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",520,1613-67339790-67340309-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",837,1613-67421635-67422471-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",242,1613-67422472-67422713-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-10,ANZ,Other,Cancelled by Australia and New Zealand Banking Group Limited to meet our Australian carbon neutral certification against the National Carbon Offset Standard and our broader global carbon neutral claim for FY2017/18.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",5,1613-67376845-67376849-VCU-006-MER-AU-14-641-01042010-30062011-0,,2021-07-01,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",388,1613-67429315-67429702-VCU-006-MER-AU-14-641-01042010-30062011-0,,2021-02-04,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",55,1613-67340340-67340394-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-02-24,,Other,Retired for Andrew Schudmak on behalf of Sound Event Group for Shine On Festival 2010
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",358,1613-67340395-67340752-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-02-24,,Other,for Andrew Schudmak on behalf of Gap Events for Rainbow Serpent Festival 2011
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",236,1613-67340753-67340988-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-05-14,,Other,"Retired on behalf of the Australian Antarctic Division, for the 35th Antarctic Treaty Consultative Meeting"
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",46,1613-67340989-67341034-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-07-06,,Other,Credits retired by Climate Friendly on behalf of clients (CY2011)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","5,000",1613-67341035-67346034-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-06-29,,Other,Retired on behalf of Insurance Australia Group (1 Jan 2012 – 30 June 2013)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",522,1613-67346035-67346556-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-02-08,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",742,1613-67346557-67347298-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-02-09,,Other,Retired on behalf of Rally Australia WRC
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,073",1613-67347299-67348371-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-03-03,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",753,1613-67348372-67349124-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-03-30,,Other,Retired on behalf of Banyule City Council for part of its FY16/17 operations
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,629",1613-67349125-67350753-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-03-31,,Other,"Retired on behalf of RightShip for 2017 events, and FY15/16 operations"
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",106,1613-67350754-67350859-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-04-11,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",46,1613-67350860-67350905-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-05-18,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",59,1613-67350906-67350964-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-05-18,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",66,1613-67350965-67351030-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-05-24,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",4,1613-67351031-67351034-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-09-25,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","7,179",1613-67355245-67362423-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-02-27,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",139,1613-67362424-67362562-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-12-04,,Other,Retired on behalf of Swisse towards the offset of their Organisational Scope 1 emissions for financial year 2010/11.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",373,1613-67362563-67362935-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-12-04,,Other,Retired on behalf of Swisse towards the offset of their Organisational Scope 1 emissions for financial year 2011/12
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",50,1613-67363036-67363085-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-02-01,,Other,"These VCUs have been retired to offset the emissions associated with the production of our annual reporting, Annual General Meeting and associated shareholder information."
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",410,1613-67363136-67363545-VCU-006-MER-AU-14-641-01042010-30062011-0,,2015-11-03,,Other,"These  units are retired on behalf of Transforce Bulk Haulage, the first carbon neutral bulk haulage company in Auustralia."
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",300,1613-67363546-67363845-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-04-05,,Other,Retired on behalf of Allens for FY12/13 Q2
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",300,1613-67363846-67364145-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-04-05,,Other,Retired on behalf of Allens for FY12/13 Q3
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",45,1613-67364146-67364190-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-04-11,,Other,Retired on behalf of Donato Environmental Services for CY2012 : Ref: Donato2012
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",217,1613-67364246-67364462-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-04-17,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",24,1613-67364463-67364486-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-07-27,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",17,1613-67364487-67364503-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-10-29,_,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",32,1613-67364504-67364535-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-10-29,_,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",454,1613-67364536-67364989-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-08-07,,Other,Carbon Offsets purchased by Kempbridge Pty Ltd on Behalf of Henry Davis York for period 01/07/2011-30/06/2012 (surrendered 8/8/2012)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",145,1613-67364990-67365134-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-11-29,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",6,1613-67365135-67365140-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-10-15,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",7,1613-67365141-67365147-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-11-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","5,000",1613-67365148-67370147-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-06-29,,Other,Retired on behalf of Insurance Australia Group (1 Jan 2012 – 30 June 2013)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762","1,702",1613-67370148-67371849-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-10-15,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",13,1613-67376395-67376407-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-12-21,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",227,1613-67376408-67376634-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-08-14,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",190,1613-67376635-67376824-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-10-03,Hilton Group,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",20,1613-67376825-67376844-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-11-13,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",244,1613-67376850-67377093-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-10-15,,Other,Retired on behalf of the Qantas/Jetstar Voluntary Carbon Offset Program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",203,1613-67377094-67377296-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-10-30,,Other,Retired on behalf of Swisse towards the offset of their emissions for the Melbourne Spring Racing Carnival event 2012
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",22,1613-67377297-67377318-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-11-20,,Other,Retired on behalf of Republica Coffee
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",100,1613-67410177-67410276-VCU-006-MER-AU-14-641-01042010-30062011-0,,2012-08-23,,,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",4,1613-67410277-67410280-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-02-26,,Other,"Retired on behalf of Eszter Juharos to offset HOME, WASTE, OVERNIGHT, PUBLIC TRANSPORT, WEB, LIFESTYLE by Carbon Solutions Global"
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",22,1613-67410281-67410302-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-09-16,,Other,Retired on behalf of HUSZPO to offset First Regional Conference on Environmental Impact Assessment by CO2cut Ltd.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",10,1613-67410303-67410312-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-10-15,,Other,Retired on behalf of Asociatia Mai Mult Verde to offset ANNUAL EMISSION By Carbon Solutions Global
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",10,1613-67410313-67410322-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-10-15,,Other,Retired on behalf of Energo Media Servis to offset Greenvest: Home Edition event 2013 (by CO2cut Ltd.)
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",10,1613-67410323-67410332-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-11-12,,Other,Retired on behalf of PMI Croatia to offset PMI Forum 2013 by CO2cut Ltd.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",5,1613-67410333-67410337-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-11-14,,Other,"Retired on behalf of Standing Conference of Towns and Municipalities (SKGO) to neutralize conference Support to Local Governments in Serbia in the EU integration process, November 2013 by CO2cut Ltd."
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",1,1613-67410338-67410338-VCU-006-MER-AU-14-641-01042010-30062011-0,,2013-11-29,,Other,"Retired on behalf of Luka Kastelancic to offset 5-day business trip (flights, accommodation, ground transportation) from Zagreb to London, November 2013 by CO2cut Ltd."
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",1,1613-67410339-67410339-VCU-006-MER-AU-14-641-01042010-30062011-0,,2014-01-20,,Other,Retired on behalf of Europe Market s.r.o to offset ANNUAL EMISSIONS By Carbon Solutions Global
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",16,1613-67410340-67410355-VCU-006-MER-AU-14-641-01042010-30062011-0,,2014-03-12,,Other,"Retired on behalf of Energo Media Servis d.o.o. to offset Greenvest: Build event in Zagreb, Croatia, March 13-15, 2014 (by CO2cut Ltd.)"
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",21,1613-67410356-67410376-VCU-006-MER-AU-14-641-01042010-30062011-0,,2014-09-24,,Other,Retired on behalf of Fleet rent-a-car Croatia to offset emissions of Eco Fleet in 2014 by CO2cut Ltd.
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",110,1613-67410377-67410486-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-07-04,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",20,1613-67410487-67410506-VCU-006-MER-AU-14-641-01042010-30062011-0,,2015-12-18,,Other,"20 VCUs retired on behalf of Adelaide City Council, to offset return flights to Paris for 2 delegates to attend the United Nations Climate Change conference"
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",10,1613-67410507-67410516-VCU-006-MER-AU-14-641-01042010-30062011-0,,2017-12-21,,Other,
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",215,1613-67410517-67410731-VCU-006-MER-AU-14-641-01042010-30062011-0,,2018-09-26,Zoos Victoria,Other,Retired for Zoos Victoria’s Carbon Neutral program
2011-09-12,,2010-04-01,2011-06-30,641,Redd Forests Grouped Project: Protection of Tasmanian Native Forest,Australia,Agriculture Forestry and Other Land Use,VM0010,"95,762",149,1613-67410732-67410880-VCU-006-MER-AU-14-641-01042010-30062011-0,,2019-11-13,,,
